name,num_voxels,num_occupied_voxels,bitrate,point_to_point_D1
CITIUSP_vox10_nor_i00j01k00,2097152,2105,0.9577197149643706,0.6308707124010554
CITIUSP_vox10_nor_i00j02k00,2097152,1887,1.3269740328563857,1.1987281399046106
CITIUSP_vox10_nor_i00j03k00,2097152,11332,0.4744087539710554,0.7305097266683083
CITIUSP_vox10_nor_i00j04k00,2097152,6596,0.4475439660400243,0.42483365287019287
CITIUSP_vox10_nor_i00j05k00,2097152,3574,0.9132624510352546,0.6103650137741047
CITIUSP_vox10_nor_i01j00k00,2097152,1371,1.2837345003646974,0.537919826652221
CITIUSP_vox10_nor_i01j01k00,2097152,7942,0.48854192898514226,0.47875
CITIUSP_vox10_nor_i01j02k00,2097152,13730,0.41019664967225056,0.5800266438290989
CITIUSP_vox10_nor_i01j03k00,2097152,21578,0.20984335897673556,0.14543473523643496
CITIUSP_vox10_nor_i01j04k00,2097152,17494,0.2560878015319538,0.1209557562592889
CITIUSP_vox10_nor_i01j05k00,2097152,13773,0.38103535903579466,0.27234807161650515
CITIUSP_vox10_nor_i01j06k00,2097152,1985,1.1123425692695215,0.8108670520231214
CITIUSP_vox10_nor_i02j00k00,2097152,21603,0.376984678053974,0.5502048864651693
CITIUSP_vox10_nor_i02j01k00,2097152,14173,0.3640725322796867,0.470189797502293
CITIUSP_vox10_nor_i02j02k00,2097152,59273,0.24807247819411873,0.4151480637813212
CITIUSP_vox10_nor_i02j03k00,2097152,21653,0.20431349004756846,0.1032189534937422
CITIUSP_vox10_nor_i02j04k00,2097152,19821,0.2227940063568942,0.075359394703657
CITIUSP_vox10_nor_i02j05k00,2097152,19999,0.26921346067303364,0.3076653832691635
CITIUSP_vox10_nor_i02j06k00,2097152,8968,0.6208742194469223,0.8751756805996564
CITIUSP_vox10_nor_i03j00k00,2097152,18094,0.38377362661655795,0.6070091625369889
CITIUSP_vox10_nor_i03j01k00,2097152,36692,0.29586830916821105,0.4188378938188161
CITIUSP_vox10_nor_i03j02k00,2097152,42965,0.22306528569766088,0.26524875467642256
CITIUSP_vox10_nor_i03j03k00,2097152,56435,0.2151856117657482,0.22828032249490565
CITIUSP_vox10_nor_i03j03k01,2097152,3734,0.4584895554365292,0.23519736842105263
CITIUSP_vox10_nor_i03j04k00,2097152,25613,0.2533088665911842,0.15231813475476474
CITIUSP_vox10_nor_i03j05k00,2097152,31412,0.29339106074111804,0.30964739069111424
CITIUSP_vox10_nor_i03j06k00,2097152,3847,0.7964647777488952,0.6356495468277945
CITIUSP_vox10_nor_i03j07k00,2097152,4,306.0,nan
CITIUSP_vox10_nor_i04j00k00,2097152,13710,0.42129832239241427,0.6536105032822757
CITIUSP_vox10_nor_i04j01k00,2097152,38282,0.2649809309858419,0.451961757483935
CITIUSP_vox10_nor_i04j02k00,2097152,47963,0.22667472843650313,0.2465233617580218
CITIUSP_vox10_nor_i04j02k01,2097152,14677,0.3314028752469851,0.36288069769026365
CITIUSP_vox10_nor_i04j03k00,2097152,44925,0.22490818030050083,0.24324949528936743
CITIUSP_vox10_nor_i04j03k01,2097152,4895,0.3906026557711951,0.1386239090724579
CITIUSP_vox10_nor_i04j04k00,2097152,34281,0.2686035996616201,0.20528900851902213
CITIUSP_vox10_nor_i04j05k00,2097152,35969,0.343851650031972,0.425388191946662
CITIUSP_vox10_nor_i04j06k00,2097152,4040,0.7801980198019802,0.6527988942639945
CITIUSP_vox10_nor_i05j00k00,2097152,7956,0.6415284062342886,1.0872614503816793
CITIUSP_vox10_nor_i05j01k00,2097152,36942,0.2553191489361702,0.3751015104758811
CITIUSP_vox10_nor_i05j02k00,2097152,27671,0.2844855625022587,0.22567260940032416
CITIUSP_vox10_nor_i05j03k00,2097152,39441,0.26936436702923355,0.3403057731801932
CITIUSP_vox10_nor_i05j04k00,2097152,52046,0.2786765553548784,0.42551575553730026
CITIUSP_vox10_nor_i05j05k00,2097152,3601,0.8997500694251597,0.6607722258273848
CITIUSP_vox10_nor_i06j00k00,2097152,1906,1.3263378803777544,1.295383001049318
CITIUSP_vox10_nor_i06j01k00,2097152,9581,0.49514664440037576,0.7708225556130367
CITIUSP_vox10_nor_i06j02k00,2097152,21111,0.36947562881909907,0.4485448111504297
CITIUSP_vox10_nor_i06j03k00,2097152,31501,0.3103393543062125,0.53301393728223
CITIUSP_vox10_nor_i06j04k00,2097152,13072,0.390452876376989,0.4752906976744186
CITIUSP_vox10_nor_i06j05k00,2097152,133,9.74436090225564,0.49624060150375937
CITIUSP_vox10_nor_i07j00k00,2097152,7,176.0,nan
CITIUSP_vox10_nor_i07j01k00,2097152,4,308.0,3.7368421052631584
CITIUSP_vox10_nor_i07j02k00,2097152,6426,0.6635543106131342,0.70966061973787
CITIUSP_vox10_nor_i07j03k00,2097152,9966,0.5546859321693759,0.7266233766233766
CITIUSP_vox10_nor_i07j04k00,2097152,827,2.147521160822249,0.8056975894813733
CITIUSP_vox10_nor_i07j05k00,2097152,1399,1.3438170121515367,0.5834586466165413
fruits_vox10_nor_i00j01k01,2097152,1182,1.3468697123519457,0.6059817945383615
fruits_vox10_nor_i00j01k02,2097152,5749,0.5663593668464081,0.6391741988496302
