name,number_of_nucleotides,num_voxels,num_occupied_voxels,nucleotide_rate,point_to_point_D1
CITIUSP_vox10_nor_i00j05k00,6400,262144,516,12.4031007751938,nan
CITIUSP_vox10_nor_i00j06k00,8800,262144,2047,4.298974108451392,43.87153652392947
CITIUSP_vox10_nor_i00j07k00,6200,262144,629,9.85691573926868,425.0
CITIUSP_vox10_nor_i01j03k01,10400,262144,1843,5.642973412913728,15.829351535836178
CITIUSP_vox10_nor_i01j05k00,7000,262144,1227,5.704971475142624,60.987775061124694
CITIUSP_vox10_nor_i01j06k00,13400,262144,5263,2.546076382291469,21.806818181818183
CITIUSP_vox10_nor_i01j07k00,9600,262144,3393,2.8293545534924847,130.7202380952381
CITIUSP_vox10_nor_i01j08k00,9800,262144,3305,2.9652042360060515,70.53694581280789
CITIUSP_vox10_nor_i01j09k00,8000,262144,2564,3.1201248049921997,166.0
CITIUSP_vox10_nor_i01j10k00,6400,262144,1987,3.2209360845495723,217.23855057876196
CITIUSP_vox10_nor_i01j11k00,6000,262144,1466,4.092769440654843,319.0208333333333
CITIUSP_vox10_nor_i02j02k00,7400,262144,727,10.178817056396149,200.54166666666666
CITIUSP_vox10_nor_i02j02k01,11200,262144,2665,4.202626641651032,5.385741088180112
CITIUSP_vox10_nor_i02j05k00,14800,262144,5776,2.5623268698060944,24.38671875
CITIUSP_vox10_nor_i02j06k00,13000,262144,4797,2.710027100271003,102.45610278372591
CITIUSP_vox10_nor_i02j07k00,12200,262144,4465,2.732362821948488,91.55208333333333
CITIUSP_vox10_nor_i02j08k00,11200,262144,4071,2.7511667894866125,56.91372549019608
CITIUSP_vox10_nor_i02j09k00,9800,262144,3794,2.5830258302583027,75.52331606217616
CITIUSP_vox10_nor_i02j10k00,7600,262144,3054,2.4885396201702683,272.8061224489796
CITIUSP_vox10_nor_i02j11k00,6400,262144,2722,2.3512123438648054,218.1554004408523
CITIUSP_vox10_nor_i02j12k00,5800,262144,660,8.787878787878787,nan
CITIUSP_vox10_nor_i03j01k00,7600,262144,1149,6.614447345517841,nan
CITIUSP_vox10_nor_i03j02k00,9000,262144,1636,5.50122249388753,146.33068459657702
CITIUSP_vox10_nor_i03j02k01,11400,262144,2897,3.935105281325509,8.659302726958924
CITIUSP_vox10_nor_i03j04k00,6600,262144,1053,6.267806267806268,97.35232668566002
CITIUSP_vox10_nor_i03j05k00,16200,262144,6567,2.466879853814527,187.79835077264224
CITIUSP_vox10_nor_i03j06k00,17200,262144,6189,2.7791242527064144,269.39985668219276
CITIUSP_vox10_nor_i03j07k00,16600,262144,6127,2.709319405908275,233.99397590361446
CITIUSP_vox10_nor_i03j08k00,13600,262144,5175,2.6280193236714977,302.10882947445793
CITIUSP_vox10_nor_i03j09k00,10800,262144,4454,2.42478670857656,393.7190082644628
CITIUSP_vox10_nor_i03j10k00,9400,262144,4184,2.2466539196940727,221.65368068833652
CITIUSP_vox10_nor_i03j11k00,8200,262144,3813,2.150537634408602,227.02937319695778
CITIUSP_vox10_nor_i03j12k00,6600,262144,1255,5.258964143426295,346.0689655172414
CITIUSP_vox10_nor_i04j01k00,17800,262144,6157,2.891018353094039,11.080883547182069
CITIUSP_vox10_nor_i04j01k01,11800,262144,3083,3.8274408044112875,10.797348484848484
CITIUSP_vox10_nor_i04j02k00,13400,262144,5115,2.619745845552297,118.44
CITIUSP_vox10_nor_i04j03k01,6600,262144,769,8.58257477243173,102.69444444444444
CITIUSP_vox10_nor_i04j04k00,8800,262144,2521,3.4906783022610077,44.39984133280444
CITIUSP_vox10_nor_i04j04k01,15400,262144,5878,2.6199387546784623,19.46102021174206
CITIUSP_vox10_nor_i04j05k00,21400,262144,8377,2.5546138235645217,39.91657993755504
CITIUSP_vox10_nor_i04j05k01,18800,262144,6930,2.712842712842713,16.125886524822697
CITIUSP_vox10_nor_i04j06k00,15000,262144,5471,2.7417291171632243,257.4965304548959
CITIUSP_vox10_nor_i04j07k00,14000,262144,4965,2.8197381671701915,237.53851761846903
CITIUSP_vox10_nor_i04j08k00,14000,262144,5456,2.565982404692082,540.9473956983675
CITIUSP_vox10_nor_i04j09k00,11800,262144,4842,2.437009500206526,604.8308823529412
CITIUSP_vox10_nor_i04j10k00,10200,262144,4646,2.1954369349978475,274.65325010761944
CITIUSP_vox10_nor_i04j11k00,9600,262144,4564,2.1034180543382996,185.57692307692307
CITIUSP_vox10_nor_i04j12k00,11600,262144,2587,4.4839582528024735,127.4665635871666
CITIUSP_vox10_nor_i04j12k01,6800,262144,537,12.66294227188082,76.53631284916202
CITIUSP_vox10_nor_i05j00k00,7600,262144,1071,7.096171802054155,43.85994397759104
CITIUSP_vox10_nor_i05j01k00,19400,262144,7349,2.6398149408082734,19.757928118393234
CITIUSP_vox10_nor_i05j01k01,13200,262144,3557,3.7109924093337083,63.24008996345235
CITIUSP_vox10_nor_i05j02k00,13000,262144,4920,2.6422764227642275,307.64606741573033
CITIUSP_vox10_nor_i05j03k00,8800,262144,2144,4.104477611940299,90.03614457831326
CITIUSP_vox10_nor_i05j03k01,7600,262144,1099,6.915377616014559,296.4313725490196
CITIUSP_vox10_nor_i05j04k00,18000,262144,7625,2.360655737704918,178.21470374848852
CITIUSP_vox10_nor_i05j04k01,28200,262144,12571,2.243258292896349,53.7556080283353
CITIUSP_vox10_nor_i05j05k00,28800,262144,12509,2.3023423135342553,15.293569431500465
CITIUSP_vox10_nor_i05j05k01,11400,262144,2862,3.9832285115303985,29.91893780573026
CITIUSP_vox10_nor_i05j06k00,17600,262144,6480,2.7160493827160495,104.59322033898304
CITIUSP_vox10_nor_i05j07k00,13800,262144,4737,2.9132362254591513,180.45270530780104
CITIUSP_vox10_nor_i05j08k00,13000,262144,4863,2.6732469668928647,446.0048746518106
CITIUSP_vox10_nor_i05j09k00,11200,262144,4660,2.40343347639485,525.5333333333333
CITIUSP_vox10_nor_i05j10k00,12000,262144,5516,2.1754894851341553,420.5
CITIUSP_vox10_nor_i05j11k00,12800,262144,5271,2.4283817112502373,104.52096376399166
CITIUSP_vox10_nor_i05j12k00,13200,262144,4440,2.972972972972973,18.967326732673268
CITIUSP_vox10_nor_i05j12k01,8200,262144,1155,7.0995670995671,123.24242424242425
CITIUSP_vox10_nor_i06j00k00,6600,262144,548,12.043795620437956,81.04014598540147
CITIUSP_vox10_nor_i06j00k01,8600,262144,1381,6.227371469949312,17.911392405063292
CITIUSP_vox10_nor_i06j01k00,15200,262144,5150,2.9514563106796117,23.319277108433734
CITIUSP_vox10_nor_i06j01k01,10400,262144,2199,4.729422464756707,107.28331059572533
CITIUSP_vox10_nor_i06j02k00,7600,262144,1325,5.735849056603773,356.06451612903226
CITIUSP_vox10_nor_i06j02k01,6400,262144,587,10.90289608177172,168.32879045996592
CITIUSP_vox10_nor_i06j03k00,13000,262144,4790,2.7139874739039667,83.70224719101124
CITIUSP_vox10_nor_i06j03k01,19200,262144,8565,2.2416812609457093,36.485133020344286
CITIUSP_vox10_nor_i06j04k00,17800,262144,6669,2.669065826960564,73.23086789226166
CITIUSP_vox10_nor_i06j04k01,19200,262144,7451,2.5768353241175683,33.5609756097561
CITIUSP_vox10_nor_i06j05k00,15400,262144,5524,2.78783490224475,183.16071428571428
CITIUSP_vox10_nor_i06j06k00,23200,262144,9987,2.3230199259036746,11.575221238938052
CITIUSP_vox10_nor_i06j06k01,15800,262144,7560,2.0899470899470898,6.003968253968254
CITIUSP_vox10_nor_i06j07k00,24000,262144,9933,2.4161884627000907,30.812431842966195
CITIUSP_vox10_nor_i06j08k00,18600,262144,7110,2.6160337552742616,184.59768637532133
CITIUSP_vox10_nor_i06j09k00,11600,262144,4735,2.449841605068638,245.3765182186235
CITIUSP_vox10_nor_i06j10k00,13800,262144,6241,2.2111841051113603,402.2068965517241
CITIUSP_vox10_nor_i06j11k00,17800,262144,7122,2.499297950014041,30.352990732940185
CITIUSP_vox10_nor_i06j11k01,8600,262144,1398,6.1516452074391985,24.041322314049587
CITIUSP_vox10_nor_i06j12k01,8000,262144,956,8.368200836820083,206.71443514644352
CITIUSP_vox10_nor_i07j01k00,10000,262144,2307,4.334633723450368,58.94711746857391
CITIUSP_vox10_nor_i07j01k01,16800,262144,6509,2.581041634659702,8.213857735443232
CITIUSP_vox10_nor_i07j02k00,14200,262144,5211,2.7250047975436575,17.771428571428572
CITIUSP_vox10_nor_i07j02k01,7400,262144,720,10.277777777777779,452.2142857142857
CITIUSP_vox10_nor_i07j03k00,21600,262144,9138,2.3637557452396587,24.74501573976915
CITIUSP_vox10_nor_i07j03k01,18400,262144,6356,2.89490245437382,28.474474474474473
CITIUSP_vox10_nor_i07j04k00,15400,262144,5563,2.7682904907424053,121.78360514685752
CITIUSP_vox10_nor_i07j04k01,7600,262144,1172,6.484641638225256,nan
CITIUSP_vox10_nor_i07j05k00,19400,262144,9068,2.1393912659902954,52.20759837177748
CITIUSP_vox10_nor_i07j05k01,16600,262144,7518,2.2080340516094705,5.242351689279063
CITIUSP_vox10_nor_i07j06k00,7200,262144,804,8.955223880597014,598.2631578947369
CITIUSP_vox10_nor_i07j06k01,17000,262144,5516,3.0819434372733867,28.557114228456914
CITIUSP_vox10_nor_i07j06k02,13000,262144,2955,4.399323181049069,43.02401372212693
CITIUSP_vox10_nor_i07j07k00,21400,262144,9435,2.268150503444621,11.323476417594065
CITIUSP_vox10_nor_i07j07k01,26000,262144,13200,1.9696969696969697,4.185519492990205
CITIUSP_vox10_nor_i07j07k02,7600,262144,752,10.106382978723405,45.20588235294118
CITIUSP_vox10_nor_i07j08k00,20600,262144,8686,2.3716325120884183,193.75224966494352
CITIUSP_vox10_nor_i07j09k00,12800,262144,5082,2.5186934277843367,294.9848484848485
CITIUSP_vox10_nor_i07j10k00,18800,262144,8066,2.330771138110588,62.62013389536325
CITIUSP_vox10_nor_i07j11k00,13600,262144,4898,2.7766435279706,18.044303797468356
CITIUSP_vox10_nor_i07j11k01,12200,262144,3387,3.6020076764098024,63.05845881310895
CITIUSP_vox10_nor_i07j12k01,9200,262144,1551,5.931656995486783,40.02325581395349
CITIUSP_vox10_nor_i07j13k01,8400,262144,1173,7.161125319693094,314.0857142857143
CITIUSP_vox10_nor_i08j01k00,13200,262144,4350,3.0344827586206895,20.85323383084577
CITIUSP_vox10_nor_i08j01k01,18800,262144,6577,2.8584461000456134,16.576135351736422
CITIUSP_vox10_nor_i08j02k00,20000,262144,8625,2.318840579710145,38.22847301951779
CITIUSP_vox10_nor_i08j02k01,10000,262144,2161,4.6274872744099955,204.3734382230449
CITIUSP_vox10_nor_i08j03k00,18600,262144,7170,2.594142259414226,74.76424923391215
CITIUSP_vox10_nor_i08j03k01,7800,262144,1007,7.745779543197616,45.37437934458789
CITIUSP_vox10_nor_i08j04k00,14200,262144,5221,2.719785481708485,114.9073756432247
CITIUSP_vox10_nor_i08j05k00,15800,262144,6751,2.3403940157013774,13.134794845208118
CITIUSP_vox10_nor_i08j05k01,22200,262144,10586,2.0971093897600603,7.095299145299145
CITIUSP_vox10_nor_i08j05k02,14400,262144,4135,3.482466747279323,11.943651753325272
CITIUSP_vox10_nor_i08j06k00,6600,262144,549,12.021857923497267,35.09471766848816
CITIUSP_vox10_nor_i08j06k01,13800,262144,3123,4.418828049951969,96.09375
CITIUSP_vox10_nor_i08j06k02,15200,262144,3829,3.969704883781666,52.421052631578945
