name,num_voxels,num_occupied_voxels,bitrate,point_to_point_D1
CITIUSP_vox10_nor_i00j01k00,2097152,2105,3.0061757719714963,0.21947743467933492
CITIUSP_vox10_nor_i00j02k00,2097152,1887,4.680445151033386,0.5200655200655201
CITIUSP_vox10_nor_i00j03k00,2097152,11332,2.280974232262619,0.3475997176138369
CITIUSP_vox10_nor_i00j04k00,2097152,6596,2.0145542753183747,0.25
CITIUSP_vox10_nor_i00j05k00,2097152,3574,3.198656966983772,0.35002797985450473
CITIUSP_vox10_nor_i01j00k00,2097152,1371,3.1568198395331875,0.2648432288192128
CITIUSP_vox10_nor_i01j01k00,2097152,7942,2.063963737093931,0.20372702090153613
CITIUSP_vox10_nor_i01j02k00,2097152,13730,1.907647487254188,0.2521907819921065
CITIUSP_vox10_nor_i01j03k00,2097152,21578,0.9858188896097877,0.08225970896283251
CITIUSP_vox10_nor_i01j04k00,2097152,17494,1.0238939064822226,0.07979298185747598
CITIUSP_vox10_nor_i01j05k00,2097152,13773,1.5572496914252523,0.1618184373243395
CITIUSP_vox10_nor_i01j06k00,2097152,1985,3.889168765743073,0.340160284951024
CITIUSP_vox10_nor_i02j00k00,2097152,21603,1.7264268851548397,0.25036540280285446
CITIUSP_vox10_nor_i02j01k00,2097152,14173,1.5731320115712975,0.163993475601468
CITIUSP_vox10_nor_i02j02k00,2097152,59273,1.1909638452583806,0.2055746320388193
CITIUSP_vox10_nor_i02j03k00,2097152,21653,0.9173786542280515,0.047245185424652475
CITIUSP_vox10_nor_i02j04k00,2097152,19821,0.898844659704354,0.04106755461379345
CITIUSP_vox10_nor_i02j05k00,2097152,19999,1.2440622031101556,0.12431137724550899
CITIUSP_vox10_nor_i02j06k00,2097152,8968,2.8224799286351474,0.40800624442462086
CITIUSP_vox10_nor_i03j00k00,2097152,18094,1.7623521609373274,0.28938468527585687
CITIUSP_vox10_nor_i03j01k00,2097152,36692,1.454922053853701,0.21202745567053197
CITIUSP_vox10_nor_i03j02k00,2097152,42965,1.0771558245083208,0.10908879320377052
CITIUSP_vox10_nor_i03j03k00,2097152,56435,1.038646230176309,0.10546646584566315
CITIUSP_vox10_nor_i03j03k01,2097152,3734,1.2190680235672202,0.07953936797000535
CITIUSP_vox10_nor_i03j04k00,2097152,25613,1.02385507359544,0.07156522078631945
CITIUSP_vox10_nor_i03j05k00,2097152,31412,1.367630205017191,0.15057106794323186
CITIUSP_vox10_nor_i03j06k00,2097152,3847,3.1588250584871327,0.29410382898754994
CITIUSP_vox10_nor_i03j07k00,2097152,4,450.0,0.0
CITIUSP_vox10_nor_i04j00k00,2097152,13710,1.874835886214442,0.32595309838857595
CITIUSP_vox10_nor_i04j01k00,2097152,38282,1.363147170994201,0.2024972571965937
CITIUSP_vox10_nor_i04j02k00,2097152,47963,1.1008485707733044,0.10144026525748627
CITIUSP_vox10_nor_i04j02k01,2097152,14677,1.1762621789193977,0.15535666577611543
CITIUSP_vox10_nor_i04j03k00,2097152,44925,1.0661324429604897,0.09371547266539974
CITIUSP_vox10_nor_i04j03k01,2097152,4895,1.0639427987742593,0.06571719226856562
CITIUSP_vox10_nor_i04j04k00,2097152,34281,1.1196872903357544,0.083165601936933
CITIUSP_vox10_nor_i04j05k00,2097152,35969,1.5980427590425088,0.17495621229391978
CITIUSP_vox10_nor_i04j06k00,2097152,4040,2.982178217821782,0.2588369441277081
CITIUSP_vox10_nor_i05j00k00,2097152,7956,3.108094519859226,0.5239797438188859
CITIUSP_vox10_nor_i05j01k00,2097152,36942,1.2434627253532564,0.18824377930039668
CITIUSP_vox10_nor_i05j02k00,2097152,27671,1.1538433739293845,0.09427177898821602
CITIUSP_vox10_nor_i05j03k00,2097152,39441,1.2383053168023124,0.1500086396287428
CITIUSP_vox10_nor_i05j04k00,2097152,52046,1.2983898858701917,0.2086959708302032
CITIUSP_vox10_nor_i05j05k00,2097152,3601,3.2590946959178004,0.2402110524854207
CITIUSP_vox10_nor_i06j00k00,2097152,1906,5.045120671563484,0.422108408023901
CITIUSP_vox10_nor_i06j01k00,2097152,9581,2.3705249973906692,0.34106361180963024
CITIUSP_vox10_nor_i06j02k00,2097152,21111,1.6738193358912414,0.20835011410927642
CITIUSP_vox10_nor_i06j03k00,2097152,31501,1.5669343830354592,0.24651765468092
CITIUSP_vox10_nor_i06j04k00,2097152,13072,1.7900856793145654,0.23699510403916768
CITIUSP_vox10_nor_i06j05k00,2097152,133,16.721804511278197,0.2706766917293233
CITIUSP_vox10_nor_i07j00k00,2097152,7,280.0,0.14285714285714285
